id,liquid_path,container_path,liquid_mask_path,container_mask_path,volume_ml,vol_ves,rgb_path
1014,1014/Input_ContentDepth_segmented.npy,1014/Input_EmptyVessel_Depth.npy,1014/Input_ContentMaskClean.npy,1014/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1014/rgb.png
1015,1015/Input_ContentDepth_segmented.npy,1015/Input_EmptyVessel_Depth.npy,1015/Input_ContentMaskClean.npy,1015/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1015/rgb.png
1016,1016/Input_ContentDepth_segmented.npy,1016/Input_EmptyVessel_Depth.npy,1016/Input_ContentMaskClean.npy,1016/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1016/rgb.png
1017,1017/Input_ContentDepth_segmented.npy,1017/Input_EmptyVessel_Depth.npy,1017/Input_ContentMaskClean.npy,1017/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1017/rgb.png
1018,1018/Input_ContentDepth_segmented.npy,1018/Input_EmptyVessel_Depth.npy,1018/Input_ContentMaskClean.npy,1018/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1018/rgb.png
1019,1019/Input_ContentDepth_segmented.npy,1019/Input_EmptyVessel_Depth.npy,1019/Input_ContentMaskClean.npy,1019/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1019/rgb.png
102,102/Input_ContentDepth_segmented.npy,102/Input_EmptyVessel_Depth.npy,102/Input_ContentMaskClean.npy,102/Input_VesselMask.npy,151.0,151.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/102/rgb.png
1020,1020/Input_ContentDepth_segmented.npy,1020/Input_EmptyVessel_Depth.npy,1020/Input_ContentMaskClean.npy,1020/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1020/rgb.png
1021,1021/Input_ContentDepth_segmented.npy,1021/Input_EmptyVessel_Depth.npy,1021/Input_ContentMaskClean.npy,1021/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1021/rgb.png
1022,1022/Input_ContentDepth_segmented.npy,1022/Input_EmptyVessel_Depth.npy,1022/Input_ContentMaskClean.npy,1022/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1022/rgb.png
1023,1023/Input_ContentDepth_segmented.npy,1023/Input_EmptyVessel_Depth.npy,1023/Input_ContentMaskClean.npy,1023/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1023/rgb.png
1024,1024/Input_ContentDepth_segmented.npy,1024/Input_EmptyVessel_Depth.npy,1024/Input_ContentMaskClean.npy,1024/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1024/rgb.png
1025,1025/Input_ContentDepth_segmented.npy,1025/Input_EmptyVessel_Depth.npy,1025/Input_ContentMaskClean.npy,1025/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1025/rgb.png
1026,1026/Input_ContentDepth_segmented.npy,1026/Input_EmptyVessel_Depth.npy,1026/Input_ContentMaskClean.npy,1026/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1026/rgb.png
1027,1027/Input_ContentDepth_segmented.npy,1027/Input_EmptyVessel_Depth.npy,1027/Input_ContentMaskClean.npy,1027/Input_VesselMask.npy,580.0,580.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1027/rgb.png
1028,1028/Input_ContentDepth_segmented.npy,1028/Input_EmptyVessel_Depth.npy,1028/Input_ContentMaskClean.npy,1028/Input_VesselMask.npy,60.0,60.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1028/rgb.png
1029,1029/Input_ContentDepth_segmented.npy,1029/Input_EmptyVessel_Depth.npy,1029/Input_ContentMaskClean.npy,1029/Input_VesselMask.npy,60.0,60.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1029/rgb.png
103,103/Input_ContentDepth_segmented.npy,103/Input_EmptyVessel_Depth.npy,103/Input_ContentMaskClean.npy,103/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/103/rgb.png
1030,1030/Input_ContentDepth_segmented.npy,1030/Input_EmptyVessel_Depth.npy,1030/Input_ContentMaskClean.npy,1030/Input_VesselMask.npy,60.0,60.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1030/rgb.png
1031,1031/Input_ContentDepth_segmented.npy,1031/Input_EmptyVessel_Depth.npy,1031/Input_ContentMaskClean.npy,1031/Input_VesselMask.npy,60.0,60.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1031/rgb.png
1032,1032/Input_ContentDepth_segmented.npy,1032/Input_EmptyVessel_Depth.npy,1032/Input_ContentMaskClean.npy,1032/Input_VesselMask.npy,60.0,60.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1032/rgb.png
1033,1033/Input_ContentDepth_segmented.npy,1033/Input_EmptyVessel_Depth.npy,1033/Input_ContentMaskClean.npy,1033/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1033/rgb.png
1034,1034/Input_ContentDepth_segmented.npy,1034/Input_EmptyVessel_Depth.npy,1034/Input_ContentMaskClean.npy,1034/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1034/rgb.png
1035,1035/Input_ContentDepth_segmented.npy,1035/Input_EmptyVessel_Depth.npy,1035/Input_ContentMaskClean.npy,1035/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1035/rgb.png
1036,1036/Input_ContentDepth_segmented.npy,1036/Input_EmptyVessel_Depth.npy,1036/Input_ContentMaskClean.npy,1036/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1036/rgb.png
1037,1037/Input_ContentDepth_segmented.npy,1037/Input_EmptyVessel_Depth.npy,1037/Input_ContentMaskClean.npy,1037/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1037/rgb.png
1038,1038/Input_ContentDepth_segmented.npy,1038/Input_EmptyVessel_Depth.npy,1038/Input_ContentMaskClean.npy,1038/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1038/rgb.png
1039,1039/Input_ContentDepth_segmented.npy,1039/Input_EmptyVessel_Depth.npy,1039/Input_ContentMaskClean.npy,1039/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1039/rgb.png
104,104/Input_ContentDepth_segmented.npy,104/Input_EmptyVessel_Depth.npy,104/Input_ContentMaskClean.npy,104/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/104/rgb.png
1040,1040/Input_ContentDepth_segmented.npy,1040/Input_EmptyVessel_Depth.npy,1040/Input_ContentMaskClean.npy,1040/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1040/rgb.png
1041,1041/Input_ContentDepth_segmented.npy,1041/Input_EmptyVessel_Depth.npy,1041/Input_ContentMaskClean.npy,1041/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1041/rgb.png
1042,1042/Input_ContentDepth_segmented.npy,1042/Input_EmptyVessel_Depth.npy,1042/Input_ContentMaskClean.npy,1042/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1042/rgb.png
1043,1043/Input_ContentDepth_segmented.npy,1043/Input_EmptyVessel_Depth.npy,1043/Input_ContentMaskClean.npy,1043/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1043/rgb.png
1044,1044/Input_ContentDepth_segmented.npy,1044/Input_EmptyVessel_Depth.npy,1044/Input_ContentMaskClean.npy,1044/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1044/rgb.png
1045,1045/Input_ContentDepth_segmented.npy,1045/Input_EmptyVessel_Depth.npy,1045/Input_ContentMaskClean.npy,1045/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1045/rgb.png
1046,1046/Input_ContentDepth_segmented.npy,1046/Input_EmptyVessel_Depth.npy,1046/Input_ContentMaskClean.npy,1046/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1046/rgb.png
1047,1047/Input_ContentDepth_segmented.npy,1047/Input_EmptyVessel_Depth.npy,1047/Input_ContentMaskClean.npy,1047/Input_VesselMask.npy,65.0,65.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1047/rgb.png
1048,1048/Input_ContentDepth_segmented.npy,1048/Input_EmptyVessel_Depth.npy,1048/Input_ContentMaskClean.npy,1048/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1048/rgb.png
1049,1049/Input_ContentDepth_segmented.npy,1049/Input_EmptyVessel_Depth.npy,1049/Input_ContentMaskClean.npy,1049/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1049/rgb.png
105,105/Input_ContentDepth_segmented.npy,105/Input_EmptyVessel_Depth.npy,105/Input_ContentMaskClean.npy,105/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/105/rgb.png
1050,1050/Input_ContentDepth_segmented.npy,1050/Input_EmptyVessel_Depth.npy,1050/Input_ContentMaskClean.npy,1050/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1050/rgb.png
1051,1051/Input_ContentDepth_segmented.npy,1051/Input_EmptyVessel_Depth.npy,1051/Input_ContentMaskClean.npy,1051/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1051/rgb.png
1052,1052/Input_ContentDepth_segmented.npy,1052/Input_EmptyVessel_Depth.npy,1052/Input_ContentMaskClean.npy,1052/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1052/rgb.png
1053,1053/Input_ContentDepth_segmented.npy,1053/Input_EmptyVessel_Depth.npy,1053/Input_ContentMaskClean.npy,1053/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1053/rgb.png
1054,1054/Input_ContentDepth_segmented.npy,1054/Input_EmptyVessel_Depth.npy,1054/Input_ContentMaskClean.npy,1054/Input_VesselMask.npy,90.0,90.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1054/rgb.png
1055,1055/Input_ContentDepth_segmented.npy,1055/Input_EmptyVessel_Depth.npy,1055/Input_ContentMaskClean.npy,1055/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1055/rgb.png
1056,1056/Input_ContentDepth_segmented.npy,1056/Input_EmptyVessel_Depth.npy,1056/Input_ContentMaskClean.npy,1056/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1056/rgb.png
1057,1057/Input_ContentDepth_segmented.npy,1057/Input_EmptyVessel_Depth.npy,1057/Input_ContentMaskClean.npy,1057/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1057/rgb.png
1058,1058/Input_ContentDepth_segmented.npy,1058/Input_EmptyVessel_Depth.npy,1058/Input_ContentMaskClean.npy,1058/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1058/rgb.png
1059,1059/Input_ContentDepth_segmented.npy,1059/Input_EmptyVessel_Depth.npy,1059/Input_ContentMaskClean.npy,1059/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1059/rgb.png
106,106/Input_ContentDepth_segmented.npy,106/Input_EmptyVessel_Depth.npy,106/Input_ContentMaskClean.npy,106/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/106/rgb.png
1060,1060/Input_ContentDepth_segmented.npy,1060/Input_EmptyVessel_Depth.npy,1060/Input_ContentMaskClean.npy,1060/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1060/rgb.png
1061,1061/Input_ContentDepth_segmented.npy,1061/Input_EmptyVessel_Depth.npy,1061/Input_ContentMaskClean.npy,1061/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1061/rgb.png
1062,1062/Input_ContentDepth_segmented.npy,1062/Input_EmptyVessel_Depth.npy,1062/Input_ContentMaskClean.npy,1062/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1062/rgb.png
1063,1063/Input_ContentDepth_segmented.npy,1063/Input_EmptyVessel_Depth.npy,1063/Input_ContentMaskClean.npy,1063/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1063/rgb.png
1064,1064/Input_ContentDepth_segmented.npy,1064/Input_EmptyVessel_Depth.npy,1064/Input_ContentMaskClean.npy,1064/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1064/rgb.png
1065,1065/Input_ContentDepth_segmented.npy,1065/Input_EmptyVessel_Depth.npy,1065/Input_ContentMaskClean.npy,1065/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1065/rgb.png
1066,1066/Input_ContentDepth_segmented.npy,1066/Input_EmptyVessel_Depth.npy,1066/Input_ContentMaskClean.npy,1066/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1066/rgb.png
1067,1067/Input_ContentDepth_segmented.npy,1067/Input_EmptyVessel_Depth.npy,1067/Input_ContentMaskClean.npy,1067/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1067/rgb.png
1068,1068/Input_ContentDepth_segmented.npy,1068/Input_EmptyVessel_Depth.npy,1068/Input_ContentMaskClean.npy,1068/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1068/rgb.png
1069,1069/Input_ContentDepth_segmented.npy,1069/Input_EmptyVessel_Depth.npy,1069/Input_ContentMaskClean.npy,1069/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1069/rgb.png
107,107/Input_ContentDepth_segmented.npy,107/Input_EmptyVessel_Depth.npy,107/Input_ContentMaskClean.npy,107/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/107/rgb.png
1070,1070/Input_ContentDepth_segmented.npy,1070/Input_EmptyVessel_Depth.npy,1070/Input_ContentMaskClean.npy,1070/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1070/rgb.png
1071,1071/Input_ContentDepth_segmented.npy,1071/Input_EmptyVessel_Depth.npy,1071/Input_ContentMaskClean.npy,1071/Input_VesselMask.npy,93.0,93.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1071/rgb.png
1072,1072/Input_ContentDepth_segmented.npy,1072/Input_EmptyVessel_Depth.npy,1072/Input_ContentMaskClean.npy,1072/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1072/rgb.png
1073,1073/Input_ContentDepth_segmented.npy,1073/Input_EmptyVessel_Depth.npy,1073/Input_ContentMaskClean.npy,1073/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1073/rgb.png
1074,1074/Input_ContentDepth_segmented.npy,1074/Input_EmptyVessel_Depth.npy,1074/Input_ContentMaskClean.npy,1074/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1074/rgb.png
1075,1075/Input_ContentDepth_segmented.npy,1075/Input_EmptyVessel_Depth.npy,1075/Input_ContentMaskClean.npy,1075/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1075/rgb.png
1076,1076/Input_ContentDepth_segmented.npy,1076/Input_EmptyVessel_Depth.npy,1076/Input_ContentMaskClean.npy,1076/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1076/rgb.png
1077,1077/Input_ContentDepth_segmented.npy,1077/Input_EmptyVessel_Depth.npy,1077/Input_ContentMaskClean.npy,1077/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1077/rgb.png
1078,1078/Input_ContentDepth_segmented.npy,1078/Input_EmptyVessel_Depth.npy,1078/Input_ContentMaskClean.npy,1078/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1078/rgb.png
1079,1079/Input_ContentDepth_segmented.npy,1079/Input_EmptyVessel_Depth.npy,1079/Input_ContentMaskClean.npy,1079/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1079/rgb.png
108,108/Input_ContentDepth_segmented.npy,108/Input_EmptyVessel_Depth.npy,108/Input_ContentMaskClean.npy,108/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/108/rgb.png
1080,1080/Input_ContentDepth_segmented.npy,1080/Input_EmptyVessel_Depth.npy,1080/Input_ContentMaskClean.npy,1080/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1080/rgb.png
1081,1081/Input_ContentDepth_segmented.npy,1081/Input_EmptyVessel_Depth.npy,1081/Input_ContentMaskClean.npy,1081/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1081/rgb.png
1082,1082/Input_ContentDepth_segmented.npy,1082/Input_EmptyVessel_Depth.npy,1082/Input_ContentMaskClean.npy,1082/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1082/rgb.png
1083,1083/Input_ContentDepth_segmented.npy,1083/Input_EmptyVessel_Depth.npy,1083/Input_ContentMaskClean.npy,1083/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1083/rgb.png
1084,1084/Input_ContentDepth_segmented.npy,1084/Input_EmptyVessel_Depth.npy,1084/Input_ContentMaskClean.npy,1084/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1084/rgb.png
1085,1085/Input_ContentDepth_segmented.npy,1085/Input_EmptyVessel_Depth.npy,1085/Input_ContentMaskClean.npy,1085/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1085/rgb.png
1086,1086/Input_ContentDepth_segmented.npy,1086/Input_EmptyVessel_Depth.npy,1086/Input_ContentMaskClean.npy,1086/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1086/rgb.png
1087,1087/Input_ContentDepth_segmented.npy,1087/Input_EmptyVessel_Depth.npy,1087/Input_ContentMaskClean.npy,1087/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1087/rgb.png
1088,1088/Input_ContentDepth_segmented.npy,1088/Input_EmptyVessel_Depth.npy,1088/Input_ContentMaskClean.npy,1088/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1088/rgb.png
1089,1089/Input_ContentDepth_segmented.npy,1089/Input_EmptyVessel_Depth.npy,1089/Input_ContentMaskClean.npy,1089/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1089/rgb.png
109,109/Input_ContentDepth_segmented.npy,109/Input_EmptyVessel_Depth.npy,109/Input_ContentMaskClean.npy,109/Input_VesselMask.npy,160.0,160.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/109/rgb.png
1090,1090/Input_ContentDepth_segmented.npy,1090/Input_EmptyVessel_Depth.npy,1090/Input_ContentMaskClean.npy,1090/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1090/rgb.png
1091,1091/Input_ContentDepth_segmented.npy,1091/Input_EmptyVessel_Depth.npy,1091/Input_ContentMaskClean.npy,1091/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1091/rgb.png
1092,1092/Input_ContentDepth_segmented.npy,1092/Input_EmptyVessel_Depth.npy,1092/Input_ContentMaskClean.npy,1092/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1092/rgb.png
1093,1093/Input_ContentDepth_segmented.npy,1093/Input_EmptyVessel_Depth.npy,1093/Input_ContentMaskClean.npy,1093/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1093/rgb.png
1094,1094/Input_ContentDepth_segmented.npy,1094/Input_EmptyVessel_Depth.npy,1094/Input_ContentMaskClean.npy,1094/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1094/rgb.png
1095,1095/Input_ContentDepth_segmented.npy,1095/Input_EmptyVessel_Depth.npy,1095/Input_ContentMaskClean.npy,1095/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1095/rgb.png
1096,1096/Input_ContentDepth_segmented.npy,1096/Input_EmptyVessel_Depth.npy,1096/Input_ContentMaskClean.npy,1096/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1096/rgb.png
1097,1097/Input_ContentDepth_segmented.npy,1097/Input_EmptyVessel_Depth.npy,1097/Input_ContentMaskClean.npy,1097/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1097/rgb.png
1098,1098/Input_ContentDepth_segmented.npy,1098/Input_EmptyVessel_Depth.npy,1098/Input_ContentMaskClean.npy,1098/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1098/rgb.png
1099,1099/Input_ContentDepth_segmented.npy,1099/Input_EmptyVessel_Depth.npy,1099/Input_ContentMaskClean.npy,1099/Input_VesselMask.npy,94.0,94.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/1099/rgb.png
11,11/Input_ContentDepth_segmented.npy,11/Input_EmptyVessel_Depth.npy,11/Input_ContentMaskClean.npy,11/Input_VesselMask.npy,110.0,110.0,/home/edo/thesis/LiquidGenesis/vol_est/dataset/11/rgb.png
